"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K00261",0.153,0,0.329,0.104,0.107,0.0688,NA,"K00261",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K01455",0.0542,0,0.0163,-0.192,0.0794,0.168,NA,"K01455",0.318805078125,1,FALSE,FALSE,FALSE,FALSE
"K15358",0.0887,0,0.594,0.0694,0.13,0.0377,NA,"K15358",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20449",0.0837,0,0.324,-0.224,0.227,0.0695,NA,"K20449",0.957655253837072,1,FALSE,FALSE,FALSE,FALSE
"K09740",0.0837,0,0.324,-0.224,0.227,0.0695,NA,"K09740",0.957655253837072,1,FALSE,FALSE,FALSE,FALSE
"K18029",0.163,0,0.953,0.00414,0.0704,0.00414,NA,"K18029,K18030",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00481",0.453,0,0.0853,0.22,0.127,0.121,NA,"K00481",0.594015438108484,1,FALSE,FALSE,FALSE,FALSE
"K20035",0.468,0,0.393,0.254,0.297,0.0602,NA,"K20035",0.989316742081448,1,FALSE,FALSE,FALSE,FALSE
"K08683",0.576,0,0.0108,0.474,0.184,0.178,NA,"K08683",0.256282464454976,1,FALSE,FALSE,FALSE,FALSE
"K12508",0.153,0,0.454,-0.0482,0.0643,0.0528,NA,"K12508",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20036",0.0493,0,0.0191,-0.701,0.297,0.164,NA,"K20036",0.34705559566787,1,FALSE,FALSE,FALSE,FALSE
"K01026",0.167,0,0.559,0.0557,0.0951,0.0413,NA,"K01026",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11472",0.365,0,0.592,0.0516,0.0961,0.0379,NA,"K11472",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11473",0.443,0,0.0318,0.32,0.148,0.151,NA,"K11473",0.43944414893617,1,FALSE,FALSE,FALSE,FALSE
"K02434",0.69,0,0.346,0.484,0.512,0.0664,NA,"K02434,K02435",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K02433",0.714,0,0.786,0.0439,0.161,0.0192,NA,"K02433",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K28060",0.0788,0,0.968,-0.00574,0.144,0.00281,NA,"K28060",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18480",0.389,0,0.138,0.213,0.143,0.104,NA,"K18480",0.717514018691589,1,FALSE,FALSE,FALSE,FALSE
"K07018",0.547,0,0.605,0.24,0.464,0.0365,NA,"K07018",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00141",0.0985,0,0.115,-0.116,0.0733,0.111,NA,"K00141",0.663785142857143,1,FALSE,FALSE,FALSE,FALSE
"K07183",0.379,0,0.787,-0.039,0.144,0.0191,NA,"K07183",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26139",0.443,0,0.862,-0.0148,0.0849,0.0123,NA,"K26139",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26138",0.438,0,0.91,0.00921,0.0811,0.00801,NA,"K26138",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07246",0.404,0,0.188,-0.0732,0.0554,0.0928,NA,"K07246",0.808690721649485,1,FALSE,FALSE,FALSE,FALSE
"K02533",0.463,0,0.652,0.0741,0.164,0.0318,NA,"K02533",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07395",0.236,0,0.499,0.0503,0.0742,0.0477,NA,"K07395",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00485",0.0985,0,0.915,0.00804,0.0749,0.00757,NA,"K00485",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09386",0.246,0,0.949,0.00527,0.0823,0.00451,NA,"K09386",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07161",0.187,0,0.594,0.0634,0.119,0.0377,NA,"K07161",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03519",0.197,0,0.288,0.0878,0.0825,0.0749,NA,"K03519",0.93153488372093,1,FALSE,FALSE,FALSE,FALSE
"K03520",0.192,0,0.342,0.0917,0.0963,0.0671,NA,"K03520",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K03518",0.187,0,0.265,0.107,0.096,0.0787,NA,"K03518",0.91285949280329,1,FALSE,FALSE,FALSE,FALSE
"K06857",0.0542,0,0.331,0.207,0.213,0.0686,NA,"K06857",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K07219",0.153,0,0.932,0.00744,0.0869,0.00604,NA,"K07219",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01041",0.438,0,0.582,0.102,0.186,0.0388,NA,"K01041",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22186",0.148,0,0.317,-0.0634,0.0632,0.0706,NA,"K22186",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K00523",0.246,0,0.542,-0.267,0.437,0.043,NA,"K00523",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K28842",0.345,0,0.0774,0.333,0.187,0.124,NA,"K28842",0.57243988183161,1,FALSE,FALSE,FALSE,FALSE
"K05972",0.241,0,0.103,0.159,0.0968,0.115,NA,"K05972",0.635809523809524,1,FALSE,FALSE,FALSE,FALSE
"K15520",0.163,0,0.574,-0.0801,0.142,0.0396,NA,"K15520",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00376",0.172,0,0.0844,-0.099,0.0571,0.121,NA,"K00376",0.59021061452514,1,FALSE,FALSE,FALSE,FALSE
"K07218",0.182,0,0.0692,-0.0996,0.0545,0.128,NA,"K07218",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K19340",0.167,0,0.0825,-0.101,0.0576,0.122,NA,"K19340",0.589635524475524,1,FALSE,FALSE,FALSE,FALSE
"K19341",0.182,0,0.0692,-0.0996,0.0545,0.128,NA,"K19341",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K19342",0.187,0,0.0576,-0.108,0.0564,0.133,NA,"K19342",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K19743",0.0739,0,0.196,0.142,0.11,0.0911,NA,"K19743",0.823298657718121,1,FALSE,FALSE,FALSE,FALSE
"K07273",0.345,0,0.334,0.151,0.156,0.0681,NA,"K07273",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K20269",0.0148,0,0.64,0.0751,0.161,0.033,NA,"K20269",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00101",0.305,0,0.974,-0.00382,0.118,0.00228,NA,"K00101",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22515",0.069,0,0.118,-0.492,0.313,0.11,NA,"K22515",0.669112117780294,1,FALSE,FALSE,FALSE,FALSE
"K03342",0.133,0,0.54,0.171,0.279,0.0432,NA,"K03342",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26185",0.0788,0,0.0906,-0.155,0.0912,0.119,NA,"K26185",0.602157631578947,1,FALSE,FALSE,FALSE,FALSE
"K09703",0.227,0,0.677,0.0243,0.0583,0.0294,NA,"K09703",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06923",0.394,0,0.555,0.285,0.483,0.0416,NA,"K06923",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01523",0.552,0,0.686,0.0684,0.169,0.0285,NA,"K01523",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01496",0.557,0,0.525,0.282,0.443,0.0449,NA,"K01496",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07399",0.335,0,0.926,0.0717,0.766,0.0066,NA,"K07399",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13522",0.0739,0,0.0978,-0.184,0.111,0.117,NA,"K13522",0.626996927016645,1,FALSE,FALSE,FALSE,FALSE
"K01464",0.473,0,0.0302,0.164,0.0753,0.152,NA,"K01464",0.434515517241379,1,FALSE,FALSE,FALSE,FALSE
"K17723",0.35,0,1.79e-05,0.539,0.123,0.296,NA,"K17722,K17723",0.00597502,0.0896253,TRUE,FALSE,TRUE,TRUE
"K13010",0.0739,0,0.0395,-0.123,0.0594,0.145,NA,"K13010",0.478877723970944,1,FALSE,FALSE,FALSE,FALSE
"K09966",0.103,0,0.475,-0.0723,0.101,0.0504,NA,"K09966",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K15052",0.32,0,0.826,0.0159,0.0723,0.0155,NA,"K15052",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02431",0.241,0,0.867,0.016,0.0953,0.0118,NA,"K02431",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06442",0.419,0,0.597,0.239,0.452,0.0373,NA,"K06442",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18997",0.32,0,0.679,0.0295,0.0712,0.0292,NA,"K18997",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05516",0.305,0,0.957,-0.00422,0.0773,0.00385,NA,"K05516",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17218",0.246,0,0.746,0.0172,0.0531,0.0228,NA,"K17218",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09959",0.34,0,0.472,0.103,0.143,0.0508,NA,"K09959",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K15511",0.069,0,0.453,0.209,0.278,0.0529,NA,"K04110,K15511,K15512,K15513,K15546",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K15514",0.0493,0,0.886,-0.0254,0.177,0.0101,NA,"K15514",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18013",0.0296,0,0.247,-0.115,0.0992,0.0816,NA,"K18013",0.898785610465116,1,FALSE,FALSE,FALSE,FALSE
"K17735",0.241,0,0.106,0.388,0.239,0.114,NA,"K17735",0.640992753623188,1,FALSE,FALSE,FALSE,FALSE
"K03802",0.128,0,0.923,0.0132,0.136,0.00684,NA,"K03802",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18199",0.207,0,0.643,-0.0302,0.065,0.0328,NA,"K18199",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00612",0.276,0,0.396,0.0991,0.117,0.0598,NA,"K00612",0.991386,1,FALSE,FALSE,FALSE,FALSE
"K02667",0.251,0,0.537,-0.112,0.181,0.0436,NA,"K02667",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02668",0.212,0,0.137,-0.157,0.105,0.105,NA,"K02668",0.715285714285714,1,FALSE,FALSE,FALSE,FALSE
"K07028",0.227,0,0.419,-0.0707,0.0874,0.057,NA,"K07028",0.998553765987684,1,FALSE,FALSE,FALSE,FALSE
"K02624",0.483,0,0.000337,0.493,0.135,0.249,NA,"K02624",0.0392409069767442,1,TRUE,FALSE,TRUE,FALSE
"K02657",0.261,0,0.763,-0.104,0.345,0.0213,NA,"K02657",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02658",0.246,0,0.911,-0.0387,0.346,0.00789,NA,"K02658,K02659,K02660,K06596",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03224",0.0985,0,0.62,-0.0341,0.0686,0.035,NA,"K03224",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18981",0.281,0,0.543,-0.0474,0.0779,0.0429,NA,"K18981",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02484",0.227,0,0.838,0.0733,0.357,0.0145,NA,"K02484",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01031",0.222,0,0.6,-0.0558,0.106,0.037,NA,"K01031,K01032",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K10979",0.591,0,0.783,-0.0173,0.0627,0.0195,NA,"K10979",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01971",0.552,0,0.391,-0.0501,0.0582,0.0606,NA,"K01971",0.987758324924319,1,FALSE,FALSE,FALSE,FALSE
"K02049",0.571,0,0.735,-0.0228,0.0671,0.0239,NA,"K02049",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01470",0.409,0,0.363,-0.0528,0.0579,0.0642,NA,"K01470",0.975736785904965,1,FALSE,FALSE,FALSE,FALSE
"K24206",0.414,0,0.183,0.117,0.0873,0.0938,NA,"K24206",0.798154181184669,1,FALSE,FALSE,FALSE,FALSE
"K28556",0.172,0,0.267,-0.0906,0.0815,0.0782,NA,"K28556",0.91408446866485,1,FALSE,FALSE,FALSE,FALSE
"K04118",0.167,0,0.771,-0.0255,0.0873,0.0206,NA,"K04118",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09922",0.266,0,0.137,-0.234,0.156,0.105,NA,"K09922",0.715285714285714,1,FALSE,FALSE,FALSE,FALSE
"K02204",0.419,0,0.662,0.0539,0.123,0.0308,NA,"K02204",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16267",0.0443,0,0.115,-1.03,0.652,0.111,NA,"K16267",0.663785142857143,1,FALSE,FALSE,FALSE,FALSE
"K01551",0.0985,0,0.979,0.00191,0.0719,0.00187,NA,"K01551",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02054",0.537,0,0.245,-0.0942,0.0808,0.082,NA,"K02054",0.897756559766764,1,FALSE,FALSE,FALSE,FALSE
"K02052",0.468,0,0.846,-0.0179,0.0918,0.0137,NA,"K02052",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18166",0.113,0,0.534,0.0591,0.0949,0.0439,NA,"K18166",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00472",0.167,0,0.00447,0.583,0.203,0.199,NA,"K00472",0.154325342465753,1,FALSE,FALSE,FALSE,FALSE
"K27597",0.158,0,0.457,-0.095,0.127,0.0525,NA,"K27597",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16898",0.305,0,0.302,-0.364,0.351,0.0728,NA,"K16898",0.941328385899814,1,FALSE,FALSE,FALSE,FALSE
"K28280",0.158,0,0.846,0.00969,0.0498,0.0137,NA,"K28280",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11477",0.261,0,0.178,-0.081,0.06,0.0949,NA,"K11477",0.791515097690941,1,FALSE,FALSE,FALSE,FALSE
"K16422",0.0394,0,0.788,-0.0514,0.191,0.019,NA,"K16422",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07336",0.394,0,0.0185,0.239,0.101,0.165,NA,"K07336",0.345632462686567,1,FALSE,FALSE,FALSE,FALSE
"K16090",0.379,0,0.209,0.129,0.102,0.0886,NA,"K16090",0.850091795288383,1,FALSE,FALSE,FALSE,FALSE
"K06919",0.138,0,0.278,-0.0555,0.0509,0.0766,NA,"K06919",0.923041114058356,1,FALSE,FALSE,FALSE,FALSE
"K16319",0.0246,0,0.814,-0.0272,0.116,0.0166,NA,"K16319,K16320",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06985",0.394,0,0.89,-0.0276,0.2,0.00976,NA,"K06985",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01469",0.158,0,0.616,0.0776,0.155,0.0354,NA,"K01469",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05570",0.369,0,0.726,-0.0287,0.082,0.0247,NA,"K05570",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K04518",0.621,0,0.154,-0.27,0.188,0.1,NA,"K04518",0.739998080614203,1,FALSE,FALSE,FALSE,FALSE
"K02051",0.586,0,0.962,0.00361,0.0761,0.00335,NA,"K02051",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05603",0.438,0,0.0394,0.236,0.114,0.145,NA,"K05603",0.478824757281553,1,FALSE,FALSE,FALSE,FALSE
"K01458",0.419,0,0.00466,0.445,0.155,0.198,NA,"K01458",0.156594765100671,1,FALSE,FALSE,FALSE,FALSE
"K03769",0.374,0,0.422,-0.0513,0.0638,0.0567,NA,"K03769",0.998606694560669,1,FALSE,FALSE,FALSE,FALSE
"K07516",0.251,0,0.423,-0.0827,0.103,0.0565,NA,"K07516",0.998606694560669,1,FALSE,FALSE,FALSE,FALSE
"K00043",0.0837,0,0.664,-0.0396,0.091,0.0307,NA,"K00043",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06373",0.355,0,0.41,0.29,0.352,0.0581,NA,"K06373",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K06374",0.355,0,0.41,0.29,0.352,0.0581,NA,"K06374",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K13926",0.212,0,0.767,-0.0163,0.0549,0.0209,NA,"K13926",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22589",0.148,0,0.331,0.343,0.352,0.0686,NA,"K22589",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K12663",0.222,0,0.64,0.167,0.356,0.0331,NA,"K12663",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01545",0.241,0,0.831,-0.0439,0.206,0.0151,NA,"K01545",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08987",0.315,0,0.408,-0.0786,0.0948,0.0584,NA,"K08987",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K09694",0.138,0,0.871,-0.0277,0.17,0.0115,NA,"K09694,K09695",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01725",0.187,0,0.515,-0.042,0.0643,0.046,NA,"K01725",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02584",0.0197,0,0.751,0.0473,0.149,0.0224,NA,"K02584",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14987",0.177,0,0.341,-0.0619,0.0648,0.0672,NA,"K14987",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K01337",0.0542,0,0.2,-0.265,0.206,0.0904,NA,"K01337",0.83103734439834,1,FALSE,FALSE,FALSE,FALSE
"K19967",0.0345,0,0.164,-0.583,0.417,0.098,NA,"K19967,K21679",0.764569832402235,1,FALSE,FALSE,FALSE,FALSE
"K03736",0.409,0,0.000869,0.217,0.064,0.232,NA,"K03736",0.0669397384615385,1,FALSE,FALSE,TRUE,FALSE
"K03735",0.468,0,0.0105,0.151,0.0583,0.179,NA,"K03735",0.252757211538462,1,FALSE,FALSE,FALSE,FALSE
"K05602",0.227,0,0.284,0.0815,0.0759,0.0756,NA,"K05602",0.9257734375,1,FALSE,FALSE,FALSE,FALSE
"K05597",0.133,0,6.7e-05,0.554,0.136,0.276,NA,"K05597",0.0120525642857143,0.335469,TRUE,FALSE,TRUE,FALSE
"K28138",0.069,0,0.849,-0.0271,0.143,0.0134,NA,"K28138",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13774",0.172,0,0.0382,0.295,0.141,0.146,NA,"K13774",0.466505853658537,1,FALSE,FALSE,FALSE,FALSE
"K13778",0.182,0,0.34,-0.224,0.234,0.0673,NA,"K13778",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K11731",0.187,0,0.516,-0.149,0.228,0.0458,NA,"K11731",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13779",0.167,0,0.101,0.266,0.161,0.115,NA,"K13779",0.63134456928839,1,FALSE,FALSE,FALSE,FALSE
"K13777",0.182,0,0.34,-0.224,0.234,0.0673,NA,"K13777",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K00255",0.246,0,0.433,0.119,0.151,0.0554,NA,"K00255",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16904",0.0985,0,0.3,-0.0716,0.0689,0.0731,NA,"K16904",0.9388125,1,FALSE,FALSE,FALSE,FALSE
"K01974",0.113,0,0.92,0.0116,0.115,0.00711,NA,"K01974",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14415",0.34,0,0.194,0.0994,0.0763,0.0915,NA,"K14415",0.818330244313395,1,FALSE,FALSE,FALSE,FALSE
"K14414",0.133,0,0.863,-0.0154,0.0887,0.0122,NA,"K14414",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16639",0.281,0,0.0812,0.279,0.159,0.123,NA,"K16639",0.585833429394813,1,FALSE,FALSE,FALSE,FALSE
"K06134",0.34,0,0.336,0.141,0.146,0.0679,NA,"K06134",0.959698802053622,1,FALSE,FALSE,FALSE,FALSE
"K09667",0.207,0,0.515,0.0582,0.0891,0.046,NA,"K09667",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01709",0.271,0,0.964,0.00271,0.0593,0.00322,NA,"K01709",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00978",0.3,0,0.934,-0.00477,0.0573,0.00587,NA,"K00978",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05712",0.271,0,0.665,0.0267,0.0615,0.0306,NA,"K05712",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26183",0.0887,0,0.12,-0.134,0.0858,0.11,NA,"K26183",0.675101123595506,1,FALSE,FALSE,FALSE,FALSE
"K26182",0.177,0,0.531,-0.04,0.0637,0.0443,NA,"K26182",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26180",0.0887,0,0.188,-0.0961,0.0727,0.0928,NA,"K26180",0.808690721649485,1,FALSE,FALSE,FALSE,FALSE
"K26179",0.0887,0,0.354,-0.0846,0.0911,0.0654,NA,"K26179",0.963406504065041,1,FALSE,FALSE,FALSE,FALSE
"K26181",0.0985,0,0.108,-0.124,0.0765,0.113,NA,"K26181",0.646837320574163,1,FALSE,FALSE,FALSE,FALSE
"K26184",0.103,0,0.602,-0.0402,0.0771,0.0368,NA,"K26184",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01505",0.182,0,0.457,-0.0481,0.0646,0.0525,NA,"K01505",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18587",0.064,0,0.999,-0.000139,0.173,5.67e-05,NA,"K18587",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02471",0.296,0,0.345,0.0995,0.105,0.0666,NA,"K02471",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K07063",0.0837,0,0.783,0.105,0.381,0.0195,NA,"K07063",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08983",0.261,0,0.699,-0.0524,0.135,0.0273,NA,"K08983",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K10819",0.064,0,0.366,-0.386,0.427,0.0637,NA,"K10819",0.976324986680874,1,FALSE,FALSE,FALSE,FALSE
"K12070",0.0493,0,0.0324,-0.143,0.0661,0.15,NA,"K12070,K12071",0.43944414893617,1,FALSE,FALSE,FALSE,FALSE
"K12069",0.0394,0,0.978,-0.00271,0.0981,0.00195,NA,"K12069",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00217",0.143,0,0.185,0.079,0.0594,0.0934,NA,"K00217",0.802681975736568,1,FALSE,FALSE,FALSE,FALSE
"K04098",0.153,0,0.291,0.066,0.0623,0.0745,NA,"K04098",0.933399743754004,1,FALSE,FALSE,FALSE,FALSE
"K17749",0.0296,0,0.874,-0.0184,0.116,0.0112,NA,"K17749",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01247",0.522,0,0.0823,0.17,0.0975,0.122,NA,"K01247",0.589522317596566,1,FALSE,FALSE,FALSE,FALSE
"K07518",0.108,0,0.783,-0.091,0.331,0.0194,NA,"K07518",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18208",0.266,0,0.52,0.177,0.275,0.0454,NA,"K18208",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06893",0.315,0,0.354,0.0439,0.0472,0.0654,NA,"K06893",0.963406504065041,1,FALSE,FALSE,FALSE,FALSE
"K18302",0.34,0,0.0779,0.517,0.292,0.124,NA,"K18302",0.575288053097345,1,FALSE,FALSE,FALSE,FALSE
"K18303",0.271,0,0.114,0.726,0.458,0.111,NA,"K18303",0.662947735191638,1,FALSE,FALSE,FALSE,FALSE
"K01578",0.118,0,0.584,0.101,0.183,0.0387,NA,"K01578",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18661",0.123,0,0.886,0.0253,0.176,0.0101,NA,"K18661",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K25034",0.153,0,0.438,0.358,0.461,0.0547,NA,"K25034",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07341",0.163,0,0.0116,0.134,0.0525,0.177,NA,"K07341",0.267497260273973,1,FALSE,FALSE,FALSE,FALSE
"K01857",0.409,0,0.151,0.166,0.115,0.101,NA,"K01857",0.733323957322987,1,FALSE,FALSE,FALSE,FALSE
"K11443",0.138,0,0.565,-0.1,0.174,0.0406,NA,"K11443",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20628",0.0296,0,0.437,-0.0912,0.117,0.0549,NA,"K20628",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01707",0.448,0,0.759,0.0187,0.0609,0.0217,NA,"K01707",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21686",0.31,0,0.391,-0.173,0.201,0.0605,NA,"K21686",0.987758324924319,1,FALSE,FALSE,FALSE,FALSE
"K07110",0.177,0,0.631,-0.0907,0.188,0.0339,NA,"K07110",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18453",0.296,0,0.511,0.374,0.568,0.0464,NA,"K18453",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16165",0.315,0,0.835,-0.0155,0.0747,0.0147,NA,"K16165",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22296",0.103,0,0.282,-0.0708,0.0656,0.0759,NA,"K22296",0.9257734375,1,FALSE,FALSE,FALSE,FALSE
"K14267",0.419,0,0.734,-0.0506,0.149,0.024,NA,"K14267",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09691",0.281,0,0.917,0.00617,0.0593,0.00734,NA,"K09691",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05973",0.246,0,0.0363,0.764,0.362,0.147,NA,"K05973",0.45742962962963,1,FALSE,FALSE,FALSE,FALSE
"K07816",0.31,0,0.141,0.0994,0.0673,0.104,NA,"K07816",0.718175757575757,1,FALSE,FALSE,FALSE,FALSE
"K00496",0.103,0,0.355,-0.0901,0.0971,0.0653,NA,"K00496",0.963406504065041,1,FALSE,FALSE,FALSE,FALSE
"K01849",0.0246,0,0.451,-0.158,0.209,0.0532,NA,"K01849",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01965",0.177,0,0.863,-0.0258,0.149,0.0122,NA,"K01965",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11811",0.429,0,0.245,-0.0647,0.0554,0.082,NA,"K11811",0.897756559766764,1,FALSE,FALSE,FALSE,FALSE
"K22348",0.172,0,0.138,0.402,0.27,0.104,NA,"K22348",0.717514018691589,1,FALSE,FALSE,FALSE,FALSE
"K01155",0.0443,0,0.935,0.0117,0.142,0.00578,NA,"K01155",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18313",0.33,0,0.0892,0.123,0.0722,0.12,NA,"K18313",0.601512080536913,1,FALSE,FALSE,FALSE,FALSE
"K01584",0.305,0,0.241,0.122,0.103,0.0827,NA,"K01584",0.892519970414201,1,FALSE,FALSE,FALSE,FALSE
"K05913",0.0985,0,0.537,0.0398,0.0644,0.0435,NA,"K05913",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K25026",0.34,0,0.728,-0.0424,0.122,0.0246,NA,"K25026",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
