"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K02624",0.483,0,0.485,-36,51.4,0.0496,NA,"K02624",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K02657",0.259,0,0.344,71.2,75.1,0.0671,NA,"K02657",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K02658",0.244,0,0.55,47.6,79.4,0.0425,NA,"K02658,K02659,K02660,K06596",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K03224",0.0945,0,0.532,-31.3,49.9,0.0444,NA,"K03224",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K18981",0.279,0,0.864,-7.46,43.5,0.0122,NA,"K18981",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02484",0.229,0,0.838,17.5,85.8,0.0145,NA,"K02484",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01031",0.214,0,0.481,-29.7,42.1,0.0499,NA,"K01031,K01032",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K10979",0.592,0,0.896,4.33,33.1,0.00927,NA,"K10979",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K01971",0.552,0,0.807,7.81,32,0.0173,NA,"K01971",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02049",0.572,0,0.629,16.2,33.5,0.0342,NA,"K02049",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01470",0.408,0,0.511,21.1,32.1,0.0466,NA,"K01470",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K24206",0.418,0,0.828,-9.56,43.9,0.0154,NA,"K24206",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K28556",0.169,0,0.67,21.7,50.8,0.0302,NA,"K28556",0.986164262584634,1,FALSE,FALSE,FALSE,FALSE
"K04118",0.164,0,0.45,-40,52.9,0.0536,NA,"K04118",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K09922",0.269,0,0.119,79.5,50.7,0.11,NA,"K09922",0.853658536585366,1,FALSE,FALSE,FALSE,FALSE
"K02204",0.413,0,0.0831,-82.2,47.2,0.123,NA,"K02204",0.793621013133208,1,FALSE,FALSE,FALSE,FALSE
"K16267",0.0398,0,0.766,38.1,128,0.0211,NA,"K16267",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01551",0.0945,0,0.128,62.9,41.2,0.108,NA,"K01551",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K02054",0.537,0,0.832,-8.14,38.2,0.0151,NA,"K02054",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02052",0.473,0,0.688,15.9,39.4,0.0285,NA,"K02052",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18166",0.114,0,0.537,33.7,54.6,0.0437,NA,"K18166",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K00472",0.169,0,0.103,111,67.7,0.115,NA,"K00472",0.822683706070288,1,FALSE,FALSE,FALSE,FALSE
"K27597",0.154,0,0.0597,96.5,51,0.133,NA,"K27597",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K16898",0.303,0,0.0388,172,82.9,0.146,NA,"K16898",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K28280",0.159,0,0.0894,-50.6,29.6,0.12,NA,"K28280",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K11477",0.259,0,0.93,3.19,36.2,0.00625,NA,"K11477",0.993589743589744,1,FALSE,FALSE,FALSE,FALSE
"K16422",0.0398,0,0.0667,151,81.9,0.13,NA,"K16422",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K07336",0.393,0,0.524,-28,43.8,0.0452,NA,"K07336",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K16090",0.378,0,0.574,-25.1,44.5,0.0399,NA,"K16090",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K06919",0.139,0,0.487,21.8,31.3,0.0493,NA,"K06919",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K16319",0.0199,0,0.409,62.8,75.9,0.0585,NA,"K16319,K16320",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K06985",0.398,0,0.749,21.1,65.8,0.0227,NA,"K06985",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01469",0.154,0,0.536,42.2,67.9,0.0439,NA,"K01469",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K05570",0.373,0,0.89,-5.22,37.8,0.00979,NA,"K05570",0.992868286160018,1,FALSE,FALSE,FALSE,FALSE
"K04518",0.617,0,0.0679,-94.6,51.5,0.129,NA,"K04518",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K02051",0.587,0,0.614,-17,33.7,0.0357,NA,"K02051",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05603",0.443,0,0.458,32.5,43.6,0.0527,NA,"K05603",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K01458",0.418,0,0.703,-19.7,51.6,0.0271,NA,"K01458",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03769",0.373,0,0.877,5.79,37.2,0.011,NA,"K03769",0.990736556710348,1,FALSE,FALSE,FALSE,FALSE
"K07516",0.249,0,0.876,-8.51,54.5,0.0111,NA,"K07516",0.99005424954792,1,FALSE,FALSE,FALSE,FALSE
"K00043",0.0796,0,0.741,-19.6,59.4,0.0234,NA,"K00043",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06373",0.353,0,0.187,-94.6,71.4,0.0935,NA,"K06373",0.922473012757606,1,FALSE,FALSE,FALSE,FALSE
"K06374",0.353,0,0.187,-94.6,71.4,0.0935,NA,"K06374",0.922473012757606,1,FALSE,FALSE,FALSE,FALSE
"K13926",0.214,0,0.218,-40.7,32.9,0.0872,NA,"K13926",0.941226575809199,1,FALSE,FALSE,FALSE,FALSE
"K22589",0.144,0,0.319,-95.5,95.7,0.0706,NA,"K22589",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K12663",0.224,0,0.138,-117,78.8,0.105,NA,"K12663",0.861423220973783,1,FALSE,FALSE,FALSE,FALSE
"K01545",0.244,0,0.0838,-109,62.9,0.122,NA,"K01545",0.793621013133208,1,FALSE,FALSE,FALSE,FALSE
"K08987",0.318,0,0.536,-25.1,40.5,0.0439,NA,"K08987",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K09694",0.139,0,0.359,58.9,64.1,0.065,NA,"K09694,K09695",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K01725",0.184,0,0.144,-58.7,40,0.104,NA,"K01725",0.869047619047619,1,FALSE,FALSE,FALSE,FALSE
"K02584",0.0199,0,0.665,37.7,87,0.0307,NA,"K02584",0.985477178423237,1,FALSE,FALSE,FALSE,FALSE
"K14987",0.174,0,0.604,18.7,36.1,0.0368,NA,"K14987",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01337",0.0547,0,0.0319,157,72.9,0.151,NA,"K01337",0.667364016736402,1,FALSE,FALSE,FALSE,FALSE
"K19967",0.0299,0,0.729,43.8,126,0.0246,NA,"K19967,K21679",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03736",0.408,0,0.26,40.4,35.8,0.0797,NA,"K03736",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K03735",0.468,0,0.308,33.7,33,0.0722,NA,"K03735",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K05602",0.229,0,0.617,-19.6,39.1,0.0355,NA,"K05602",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05597",0.134,0,0.324,-71,71.8,0.07,NA,"K05597",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K28138",0.0697,0,0.181,91.4,68.1,0.0948,NA,"K28138",0.915991902834008,1,FALSE,FALSE,FALSE,FALSE
"K13774",0.174,0,0.493,48.3,70.3,0.0487,NA,"K13774",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K13778",0.184,0,0.15,117,81,0.102,NA,"K13778",0.873108265424913,1,FALSE,FALSE,FALSE,FALSE
"K11731",0.189,0,0.258,89.7,79.1,0.0801,NA,"K11731",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K13779",0.169,0,0.236,89.1,75,0.084,NA,"K13779",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K13777",0.184,0,0.15,117,81,0.102,NA,"K13777",0.873108265424913,1,FALSE,FALSE,FALSE,FALSE
"K00255",0.249,0,0.0645,101,54.5,0.131,NA,"K00255",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K16904",0.0945,0,0.703,-13.5,35.4,0.0271,NA,"K16904",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01974",0.109,0,0.689,-19.3,48.2,0.0284,NA,"K01974",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K14415",0.338,0,0.252,-41.1,35.8,0.0812,NA,"K14415",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K14414",0.129,0,0.612,-21.9,43.2,0.036,NA,"K14414",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K16639",0.284,0,0.789,15,55.8,0.019,NA,"K16639",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06134",0.333,0,0.425,47.8,59.9,0.0565,NA,"K06134",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K09667",0.204,0,0.0392,-89,42.9,0.146,NA,"K09667",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K01709",0.274,0,0.0732,-60,33.3,0.127,NA,"K01709",0.760869565217391,1,FALSE,FALSE,FALSE,FALSE
"K00978",0.303,0,0.122,-49.6,31.9,0.11,NA,"K00978",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K05712",0.269,0,0.468,25.7,35.3,0.0515,NA,"K05712",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K26183",0.0846,0,0.193,72.3,55.3,0.0923,NA,"K26183",0.930568948891032,1,FALSE,FALSE,FALSE,FALSE
"K26182",0.179,0,0.452,28.6,37.9,0.0533,NA,"K26182",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K26180",0.0896,0,0.594,24.9,46.5,0.0379,NA,"K26180",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K26179",0.0896,0,0.354,54.8,59,0.0657,NA,"K26179",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K26181",0.0995,0,0.261,59.8,53.1,0.0797,NA,"K26181",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K26184",0.104,0,0.592,23.5,43.9,0.038,NA,"K26184",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01505",0.184,0,0.0356,-81.9,38.7,0.148,NA,"K01505",0.705533596837945,1,FALSE,FALSE,FALSE,FALSE
"K18587",0.0647,0,0.384,63,72.2,0.0618,NA,"K18587",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K02471",0.294,0,0.128,-68.2,44.7,0.108,NA,"K02471",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K07063",0.0846,0,0.868,15.4,92.3,0.0118,NA,"K07063",0.987485779294653,1,FALSE,FALSE,FALSE,FALSE
"K08983",0.259,0,0.54,38.9,63.4,0.0435,NA,"K08983",0.977198697068404,1,FALSE,FALSE,FALSE,FALSE
"K10819",0.0647,0,0.637,47,99.5,0.0334,NA,"K10819",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K12070",0.0498,0,0.942,-3.39,46.4,0.00517,NA,"K12070,K12071",0.99409033347404,1,FALSE,FALSE,FALSE,FALSE
"K12069",0.0398,0,0.669,-27.3,63.8,0.0304,NA,"K12069",0.986143867924528,1,FALSE,FALSE,FALSE,FALSE
"K00217",0.144,0,0.951,2.2,35.8,0.00436,NA,"K00217",0.996646405365751,1,FALSE,FALSE,FALSE,FALSE
"K04098",0.154,0,0.756,11.9,38.2,0.0221,NA,"K04098",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K17749",0.0299,0,0.541,45,73.5,0.0434,NA,"K17749",0.978300180831826,1,FALSE,FALSE,FALSE,FALSE
"K01247",0.517,0,0.831,9.02,42.1,0.0152,NA,"K01247",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07518",0.109,0,0.099,137,82.9,0.117,NA,"K07518",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K18208",0.264,0,0.719,-22.3,62,0.0255,NA,"K18208",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06893",0.318,0,0.324,-25.6,25.9,0.0699,NA,"K06893",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K18302",0.343,0,0.0479,-161,81,0.14,NA,"K18302",0.736151603498542,1,FALSE,FALSE,FALSE,FALSE
"K18303",0.274,0,0.111,-151,94.4,0.113,NA,"K18303",0.83710407239819,1,FALSE,FALSE,FALSE,FALSE
"K01578",0.114,0,0.527,40,63.2,0.0449,NA,"K01578",0.976418570375829,1,FALSE,FALSE,FALSE,FALSE
"K18661",0.119,0,0.0611,121,64.4,0.132,NA,"K18661",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K25034",0.154,0,0.207,119,94.2,0.0894,NA,"K25034",0.933273219116321,1,FALSE,FALSE,FALSE,FALSE
"K07341",0.159,0,0.12,46.5,29.8,0.11,NA,"K07341",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K01857",0.408,0,0.0281,-108,49,0.155,NA,"K01857",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K11443",0.139,0,0.306,68.2,66.5,0.0725,NA,"K11443",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K20628",0.0299,0,0.782,-17.6,63.6,0.0196,NA,"K20628",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01707",0.448,0,0.198,-40.5,31.4,0.0912,NA,"K01707",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K21686",0.313,0,0.154,-92.7,64.7,0.101,NA,"K21686",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K07110",0.179,0,0.681,-27.1,65.8,0.0292,NA,"K07110",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18453",0.289,0,0.42,-66.5,82.3,0.0572,NA,"K18453",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K16165",0.313,0,0.997,-0.143,41.8,0.000243,NA,"K16165",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K22296",0.104,0,0.0785,65.1,36.8,0.124,NA,"K22296",0.786,1,FALSE,FALSE,FALSE,FALSE
"K14267",0.418,0,0.569,-32.2,56.5,0.0404,NA,"K14267",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K09691",0.279,0,0.755,-9.17,29.4,0.0221,NA,"K09691",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K05973",0.244,0,0.837,16.6,80.2,0.0146,NA,"K05973",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07816",0.313,0,0.789,8.76,32.7,0.019,NA,"K07816",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00496",0.104,0,0.957,-2.74,51,0.00381,NA,"K00496",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K01849",0.0249,0,0.191,121,92.1,0.0927,NA,"K01849",0.928988326848249,1,FALSE,FALSE,FALSE,FALSE
"K01965",0.179,0,0.917,7.37,70.8,0.00738,NA,"K01965",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K11811",0.423,0,0.95,-1.94,30.8,0.00446,NA,"K11811",0.996642887117079,1,FALSE,FALSE,FALSE,FALSE
"K22348",0.174,0,0.136,-122,81.4,0.105,NA,"K22348",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K01155",0.0398,0,0.782,18.8,67.7,0.0197,NA,"K01155",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18313",0.328,0,0.836,7.51,36.2,0.0147,NA,"K18313",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01584",0.303,0,0.0275,-110,49.7,0.155,NA,"K01584",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K05913",0.0945,0,0.969,1.71,44.7,0.00272,NA,"K05913",0.998969072164948,1,FALSE,FALSE,FALSE,FALSE
"K25026",0.343,0,0.7,20.2,52.2,0.0274,NA,"K25026",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01950",0.144,0,0.359,47.3,51.4,0.0651,NA,"K01950",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K22522",0.562,0,0.497,-32.7,48,0.0482,NA,"K22522",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K01537",0.159,0,0.233,88.7,74.1,0.0846,NA,"K01537",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K10844",0.289,0,0.92,-8.07,80.3,0.00712,NA,"K10844",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K13876",0.114,0,0.41,39.7,48,0.0585,NA,"K13876",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K13875",0.279,0,0.629,-22,45.4,0.0342,NA,"K13875",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K10547",0.279,0,0.847,-9.88,51.1,0.0137,NA,"K10547",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K10548",0.284,0,0.93,4.44,50.4,0.00624,NA,"K10548",0.993589743589744,1,FALSE,FALSE,FALSE,FALSE
"K10546",0.284,0,0.93,4.44,50.4,0.00624,NA,"K10546",0.993589743589744,1,FALSE,FALSE,FALSE,FALSE
"K22185",0.149,0,0.0371,102,48.6,0.147,NA,"K22185",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K14274",0.0746,0,0.234,79.3,66.4,0.0843,NA,"K14274",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K09008",0.174,0,0.0148,-138,55.9,0.172,NA,"K09008",0.575187969924812,1,FALSE,FALSE,FALSE,FALSE
"K00332",0.308,0,0.333,-57.7,59.5,0.0687,NA,"K00332",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00333",0.358,0,0.569,-36.4,63.8,0.0405,NA,"K00333",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K18901",0.169,0,0.264,-66,58.9,0.0792,NA,"K18901,K18902",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K18903",0.0846,0,0.474,-44.7,62.3,0.0508,NA,"K18903",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K22209",0.114,0,0.738,13.6,40.7,0.0237,NA,"K22209",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18242",0.0348,0,0.0197,305,130,0.164,NA,"K14578,K18242,K18243",0.592814371257485,1,FALSE,FALSE,FALSE,FALSE
"K01801",0.0249,0,0.427,62.1,78,0.0564,NA,"K01801",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K18982",0.134,0,0.0074,-144,53.1,0.188,NA,"K18982",0.451219512195122,1,FALSE,FALSE,FALSE,FALSE
"K22622",0.0796,0,0.745,17,52,0.0231,NA,"K22622",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K17225",0.0796,0,0.745,17,52,0.0231,NA,"K17225",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K19666",0.0448,0,0.851,11.8,62.7,0.0133,NA,"K19666",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K13061",0.0995,0,0.829,10.9,50.3,0.0153,NA,"K13061",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K16216",0.184,0,0.592,-34.6,64.5,0.038,NA,"K16216",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22476",0.294,0,0.664,-26.7,61.5,0.0308,NA,"K22476",0.984870958172649,1,FALSE,FALSE,FALSE,FALSE
"K18640",0.124,0,0.907,5.21,44.6,0.00828,NA,"K18640",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K00635",0.119,0,0.0739,75.4,42,0.126,NA,"K00635",0.763429752066116,1,FALSE,FALSE,FALSE,FALSE
"K08678",0.164,0,0.0302,85.3,39.1,0.153,NA,"K08678",0.653679653679654,1,FALSE,FALSE,FALSE,FALSE
"K00104",0.592,0,0.643,22.8,49.1,0.0329,NA,"K00104",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K13598",0.219,0,0.948,-6.35,97.3,0.00463,NA,"K13598",0.99663582842725,1,FALSE,FALSE,FALSE,FALSE
"K15778",0.333,0,0.283,83.3,77.3,0.0761,NA,"K15778",0.949027498323273,1,FALSE,FALSE,FALSE,FALSE
"K09990",0.279,0,0.593,22.1,41.2,0.0379,NA,"K09990",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01559",0.0846,0,0.959,2.75,53.3,0.00366,NA,"K01559",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K23247",0.104,0,0.846,-8.62,44.3,0.0138,NA,"K23247",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07250",0.289,0,0.532,26.4,42.1,0.0444,NA,"K07250",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K22549",0.239,0,0.0938,74.5,44.3,0.119,NA,"K22549",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K22550",0.249,0,0.281,38.3,35.4,0.0763,NA,"K22550",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K21061",0.249,0,0.176,58.9,43.3,0.0958,NA,"K21061",0.904419321685509,1,FALSE,FALSE,FALSE,FALSE
"K21062",0.403,0,0.0566,80.2,41.8,0.135,NA,"K21062",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K19746",0.388,0,0.404,47,56.2,0.0592,NA,"K19746",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00109",0.164,0,0.345,-47.7,50.4,0.067,NA,"K00109",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K01576",0.0547,0,0.968,1.98,48.9,0.00287,NA,"K01576",0.998968008255934,1,FALSE,FALSE,FALSE,FALSE
"K07086",0.0995,0,0.693,-18.8,47.5,0.028,NA,"K07086",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02502",0.433,0,0.894,9.16,69,0.00942,NA,"K02502",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K08086",0.333,0,0.644,-28.8,62.4,0.0328,NA,"K08086",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01817",0.647,0,0.504,-26.4,39.5,0.0474,NA,"K01817",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K16557",0.129,0,0.699,20.3,52.4,0.0275,NA,"K16557",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K05818",0.0498,0,0.973,-1.58,45.8,0.00244,NA,"K05818",0.999589069241833,1,FALSE,FALSE,FALSE,FALSE
"K07045",0.284,0,0.221,32.6,26.5,0.0867,NA,"K07045",0.941226575809199,1,FALSE,FALSE,FALSE,FALSE
"K02793",0.204,0,0.59,-50.8,94.2,0.0382,NA,"K02793",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K06023",0.249,0,0.477,59.2,83.2,0.0504,NA,"K06023",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K01476",0.343,0,0.454,-37.4,49.8,0.0531,NA,"K01476",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K06446",0.129,0,0.182,58,43.3,0.0946,NA,"K06446",0.918264379414732,1,FALSE,FALSE,FALSE,FALSE
"K17754",0.0249,0,0.295,104,99,0.0742,NA,"K17754",0.952380952380952,1,FALSE,FALSE,FALSE,FALSE
"K00038",0.179,0,0.409,26.7,32.3,0.0586,NA,"K00038",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K03379",0.0348,0,0.876,-8.62,55,0.0111,NA,"K03379",0.99005424954792,1,FALSE,FALSE,FALSE,FALSE
"K14731",0.0697,0,0.97,1.76,46.5,0.00268,NA,"K14731",0.99938182567484,1,FALSE,FALSE,FALSE,FALSE
"K21528",0.139,0,0.62,14.5,29.3,0.0352,NA,"K21528",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K07075",0.0746,0,0.731,-13.4,39,0.0244,NA,"K07075",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07062",0.184,0,0.791,8.36,31.5,0.0188,NA,"K07062",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03205",0.174,0,0.845,-8.74,44.6,0.0139,NA,"K03205",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18320",0.0448,0,0.793,16.4,62.4,0.0186,NA,"K18320",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07344",0.0995,0,0.401,-34.5,40.9,0.0596,NA,"K07344,K20529,K20530,K20532,K20533",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K20266",0.119,0,0.327,-38.9,39.6,0.0695,NA,"K20266",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K20267",0.0647,0,0.667,-22.4,52.1,0.0305,NA,"K20267",0.985832349468713,1,FALSE,FALSE,FALSE,FALSE
"K20531",0.119,0,0.369,-34.5,38.3,0.0637,NA,"K20531",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K20528",0.104,0,0.193,-52.6,40.3,0.0922,NA,"K20527,K20528",0.930568948891032,1,FALSE,FALSE,FALSE,FALSE
"K28279",0.104,0,0.291,-35.3,33.4,0.0748,NA,"K28279",0.952225130890052,1,FALSE,FALSE,FALSE,FALSE
"K01166",0.199,0,0.616,-24.2,48.3,0.0356,NA,"K01166",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K06443",0.0846,0,0.612,31.6,62.1,0.036,NA,"K06443",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K10027",0.134,0,0.938,4.12,52.9,0.00552,NA,"K10027",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
"K00824",0.279,0,0.159,-92.6,65.6,0.0996,NA,"K00824",0.881374722838137,1,FALSE,FALSE,FALSE,FALSE
"K04566",0.0647,0,0.77,21.5,73.3,0.0207,NA,"K04566",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11532",0.0348,0,0.000254,373,100,0.255,NA,"K11532",0.211666666666667,1,FALSE,FALSE,FALSE,FALSE
"K07096",0.0547,0,0.977,-1.96,67.8,0.00205,NA,"K07096",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K09981",0.209,0,0.495,-24.2,35.4,0.0484,NA,"K09981",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K22067",0.348,0,0.478,-40.2,56.5,0.0503,NA,"K22067",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K00126",0.274,0,0.0808,-106,60.2,0.123,NA,"K00126",0.793137254901961,1,FALSE,FALSE,FALSE,FALSE
"K06904",0.139,0,0.994,-0.223,29.7,0.000534,NA,"K06904",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K21511",0.0199,0,0.461,50.1,67.7,0.0523,NA,"K21511",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K26961",0.0249,0,0.836,14.1,68.2,0.0147,NA,"K26961",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07266",0.149,0,0.9,4.59,36.5,0.00893,NA,"K07266",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K08988",0.264,0,0.937,3.27,41.3,0.00561,NA,"K08988",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
